# This is the geometry.
49290 atoms
1 atom types

0.00 400.00 xlo xhi
0.00 50.00 ylo yhi
0.00 50.00 zlo zhi

Masses

1 28.000

Atoms

1 1 94.81167 45.58155 16.93900
2 1 3.05935 39.50232 7.41213
3 1 7.93212 28.89991 31.45357
4 1 125.23705 5.30400 27.63144
5 1 39.78187 34.40557 38.99896
6 1 78.06972 37.84146 19.72170
7 1 82.91921 26.75596 33.29771
8 1 65.97248 33.37274 48.82861
9 1 284.75158 12.42932 35.31061
10 1 12.82667 47.06199 26.22976
11 1 78.94785 4.85473 38.93023
12 1 385.82278 9.69429 48.25701
13 1 229.55783 33.68743 37.66955
14 1 279.69106 29.77842 40.16467
15 1 389.85657 12.67706 27.55855
16 1 261.74019 38.23643 22.62166
17 1 104.34731 17.82596 36.78400
18 1 78.56384 40.27918 46.61716
19 1 344.58533 30.82230 21.37786
20 1 148.29027 24.98263 37.89179
21 1 147.53419 37.73604 44.16005
22 1 217.16550 35.99387 42.26375
23 1 273.11942 13.49228 31.45878
24 1 329.15042 42.90387 5.78442
25 1 52.55698 40.12852 14.10532
26 1 31.04129 36.77632 17.86923
27 1 336.36312 1.59374 41.79952
28 1 88.40242 44.36364 49.94427
29 1 301.16452 5.81717 15.15011
30 1 137.20921 2.31078 49.64234
31 1 3.90016 31.78861 35.93100
32 1 158.28312 29.50225 24.92304
33 1 83.71202 33.39878 3.24737
34 1 187.23409 34.83272 44.32142
35 1 145.84016 28.76464 25.98530
36 1 238.02056 12.94154 11.07148
37 1 365.49362 17.99425 47.45360
38 1 198.87871 29.34383 20.93594
39 1 139.20902 17.19504 30.35851
40 1 145.23619 28.20619 2.39352
41 1 348.11552 40.59002 41.10558
42 1 153.91451 16.64399 49.98750
43 1 321.41203 15.60061 25.88463
44 1 210.58574 11.63646 6.29218
45 1 14.56121 26.62004 35.57014
46 1 105.75189 5.84926 0.36845
47 1 66.06401 27.13195 28.36149
48 1 95.12266 37.01702 49.46437
49 1 49.06651 42.85032 11.55672
50 1 273.05131 28.90708 21.44893
51 1 345.87643 33.38959 21.25627
52 1 35.60935 20.14041 20.86327
53 1 41.87977 30.33318 35.27774
54 1 392.88054 42.11224 28.29039
55 1 87.14818 46.67367 0.01169
56 1 27.40961 8.96892 47.42224
57 1 100.94324 30.17838 45.34326
58 1 397.10181 39.31240 7.05340
59 1 85.33551 22.19252 19.47483
60 1 164.73877 44.77216 28.56472
61 1 152.66797 5.28903 46.71053
62 1 318.61380 1.99623 27.74718
63 1 60.66531 29.02157 48.72186
64 1 243.99079 41.50009 4.24061
65 1 19.40774 25.69335 6.90484
66 1 107.23162 38.13250 15.80491
67 1 207.07661 10.11517 12.14732
68 1 219.43338 44.84022 46.55806
69 1 183.70918 44.14453 17.57720
70 1 123.79551 6.55865 0.04293
71 1 105.54673 49.33337 24.31512
72 1 62.99685 0.63328 34.68205
73 1 382.56539 40.50796 12.37642
74 1 107.56556 12.23353 40.30318
75 1 364.87817 21.48043 47.84894
76 1 19.81557 24.67250 33.37918
77 1 213.20688 27.11964 25.25550
78 1 279.49127 43.69541 10.44031
79 1 168.64575 49.75996 6.52826
80 1 279.27958 24.91270 19.36790
81 1 107.75997 2.87111 12.58984
82 1 125.12959 28.15658 34.56907
83 1 347.11255 16.56388 10.45446
84 1 43.94758 21.99047 44.24787
85 1 79.32798 26.11638 24.01200
86 1 353.30226 15.45331 0.66726
87 1 315.71099 22.76312 14.84135
88 1 398.83163 9.32353 47.71121
89 1 158.44052 38.09842 34.81419
90 1 367.69348 4.74969 4.60176
91 1 361.22961 42.36551 8.90325
92 1 151.31783 2.49822 27.59031
